DEVICE_ID,DEVICE_TYPE,PETAL_ID,BUS_ID,CAN_ID,PETAL_LOC,DEVICE_LOC,FVC_ID,SLIT_ID,SLITBLOCK_ID,BLOCKFIBER_ID,SPECTRO_ID,ENABLED
M03286,POS,5,23,3286,1,213,5213,3,B13,F00,,N/A
M03287,POS,3,15,3287,3,280,3280,2,B10,F20,,N/A
M03288,POS,2,14,3288,7,406,2406,0,B17,F24,,N/A
M03289,POS,2,23,3289,7,192,2192,0,B12,F18,,N/A
M03290,POS,5,13,3290,1,205,5205,3,B16,F04,,N/A
M03291,POS,5,17,3291,1,466,5466,3,B01,F10,,N/A
M03292,POS,6,16,3292,2,447,6447,6,B03,F11,,N/A
M03293,POS,5,23,3293,1,303,5303,3,B12,F22,,N/A
M03294,POS,3,14,3294,3,510,3510,2,B14,F18,,N/A
M03295,POS,2,11,3295,7,69,2069,0,B18,F01,,N/A
M03296,POS,2,11,3296,7,61,2061,0,B18,F12,,N/A
M03297,POS,3,13,3297,3,109,3109,2,B12,F23,,N/A
M03298,POS,2,23,3298,7,231,2231,0,B07,F21,,N/A
M03299,POS,8,23,3299,4,230,8230,1,B03,F13,,N/A
M03300,POS,3,17,3300,3,394,3394,2,B04,F00,,N/A
M03301,POS,5,12,3301,1,253,5253,3,B10,F02,,N/A
M03303,POS,9,13,3303,9,158,9158,8,B07,F16,,N/A
M03304,POS,7,23,3304,8,163,7163,5,B15,F14,,N/A
M03305,POS,3,14,3305,3,434,3434,2,B15,F11,,N/A
M03306,POS,5,14,3306,1,432,5432,3,B02,F03,,N/A
M03307,POS,11,12,3307,6,149,11149,4,B14,F16,,N/A
M03308,POS,8,17,3308,4,441,8441,1,B06,F14,,N/A
M03309,POS,2,23,3309,7,285,2285,0,B07,F12,,N/A
M03311,POS,10,17,3311,5,355,10355,7,B17,F15,,N/A
M03312,POS,6,22,3312,2,412,6412,6,B01,F21,,N/A
M03313,POS,6,23,3313,2,177,6177,6,B18,F18,,N/A
M03314,POS,7,13,3314,8,105,7105,5,B12,F12,,N/A
M03315,POS,6,12,3315,2,149,6149,6,B01,F17,,N/A
M03316,POS,8,23,3316,4,194,8194,1,B17,F22,,N/A
M03317,POS,7,12,3317,8,271,7271,5,B16,F13,,N/A
M03318,POS,3,15,3318,3,358,3358,2,B18,F24,,N/A
M03319,POS,2,22,3319,7,324,2324,0,B07,F06,,N/A
M03320,POS,3,11,3320,3,43,3043,2,B08,F11,,N/A
M03321,POS,7,23,3321,8,225,7225,5,B15,F02,,N/A
M03322,POS,2,15,3322,7,405,2405,0,B17,F09,,N/A
M03323,POS,6,14,3323,2,434,6434,6,B18,F24,,N/A
M03324,POS,10,17,3324,5,441,10441,7,B16,F12,,N/A
M03325,POS,7,13,3325,8,115,7115,5,B12,F04,,N/A
M03326,POS,11,16,3326,6,448,11448,4,B18,F00,,N/A
M03327,POS,2,17,3327,7,443,2443,0,B10,F13,,N/A
M03328,POS,5,16,3328,1,521,5521,3,B07,F04,,N/A
M03329,POS,2,15,3329,7,257,2257,0,B05,F19,,N/A
M03330,POS,5,12,3330,1,256,5256,3,B11,F02,,N/A
M03331,POS,2,23,3331,7,230,2230,0,B06,F22,,N/A
M03332,POS,5,16,3332,1,522,5522,3,B06,F11,,N/A
M03333,POS,2,16,3333,7,507,2507,0,B04,F12,,N/A
M03334,POS,2,11,3334,7,78,2078,0,B18,F00,,N/A
M03335,POS,5,12,3335,1,127,5127,3,B19,F18,,N/A
M03336,POS,2,23,3336,7,281,2281,0,B06,F14,,N/A
M03337,POS,2,13,3337,7,189,2189,0,B01,F24,,N/A
M03338,POS,6,15,3338,2,293,6293,6,B02,F15,,N/A
M03339,POS,3,15,3339,3,293,3293,2,B10,F07,,N/A
M03340,POS,5,14,3340,1,493,5493,3,B02,F06,,N/A
M03341,POS,11,22,3341,6,351,11351,4,B15,F12,,N/A
M03342,POS,7,11,3342,8,41,7041,5,B04,F19,,N/A
M03343,POS,7,13,3343,8,74,7074,5,B13,F17,,N/A
M03344,POS,9,15,3344,9,360,9360,8,B01,F15,,N/A
M03345,POS,9,23,3345,9,245,9245,8,B17,F10,,N/A
M03346,POS,5,13,3346,1,132,5132,3,B05,F22,,N/A
M03347,POS,9,15,3347,9,300,9300,8,B00,F05,,N/A
M03348,POS,7,23,3348,8,195,7195,5,B14,F01,,N/A
M03349,POS,5,22,3349,1,286,5286,3,B13,F20,,N/A
M03350,POS,2,14,3350,7,510,2510,0,B13,F18,,N/A
M03351,POS,5,12,3351,1,310,5310,3,B11,F13,,N/A
M03352,POS,7,13,3352,8,147,7147,5,B04,F18,,N/A
M03353,POS,4,22,3353,0,368,4368,9,B02,F16,,N/A
M03354,POS,7,12,3354,8,219,7219,5,B16,F01,,N/A
M03355,POS,4,22,3355,0,349,4349,9,B09,F23,,N/A
M03356,POS,7,12,3356,8,127,7127,5,B06,F10,,N/A
M03357,POS,2,13,3357,7,157,2157,0,B08,F00,,N/A
M03358,POS,6,22,3358,2,330,6330,6,B00,F14,,N/A
M03359,POS,2,10,3359,7,24,2024,0,B18,F15,,N/A
M03360,POS,8,15,3360,4,426,8426,1,B13,F20,,N/A
M03361,POS,3,16,3361,3,521,3521,2,B11,F24,,N/A
M03362,POS,7,12,3362,8,180,7180,5,B06,F07,,N/A
M03363,POS,6,23,3363,2,178,6178,6,B19,F15,,N/A
M03364,POS,8,11,3364,4,69,8069,1,B05,F20,,N/A
M03365,POS,4,17,3365,0,442,4442,9,B13,F03,,N/A
M03367,POS,7,14,3367,8,430,7430,5,B11,F05,,N/A
M03368,POS,11,16,3368,6,503,11503,4,B18,F16,,N/A
M03370,POS,5,12,3370,1,183,5183,3,B11,F23,,N/A
M03371,POS,7,23,3371,8,283,7283,5,B01,F04,,N/A
M03374,POS,7,23,3374,8,194,7194,5,B14,F11,,N/A
M03375,POS,6,22,3375,2,390,6390,6,B00,F12,,N/A
M03376,POS,3,11,3376,3,36,3036,2,B01,F22,,N/A
M03377,POS,5,16,3377,1,519,5519,3,B07,F07,,N/A
M03378,POS,3,15,3378,3,275,3275,2,B10,F15,,N/A
M03379,POS,10,12,3379,5,154,10154,7,B18,F20,,N/A
M03380,POS,7,11,3380,8,28,7028,5,B05,F05,,N/A
M03381,POS,8,17,3381,4,378,8378,1,B07,F15,,N/A
M03382,POS,3,13,3382,3,174,3174,2,B09,F12,,N/A
M03384,POS,5,23,3384,1,265,5265,3,B12,F07,,N/A
M03385,POS,2,22,3385,7,412,2412,0,B02,F20,,N/A
M03386,POS,2,14,3386,7,365,2365,0,B16,F22,,N/A
M03387,POS,6,15,3387,2,258,6258,6,B02,F18,,N/A
M03388,POS,2,22,3388,7,326,2326,0,B07,F08,,N/A
M03389,POS,11,16,3389,6,487,11487,4,B19,F24,,N/A
M03390,POS,7,22,3390,8,437,7437,5,B07,F18,,N/A
M03391,POS,6,23,3391,2,243,6243,6,B19,F20,,N/A
M03392,POS,6,23,3392,2,227,6227,6,B18,F11,,N/A
M03393,POS,11,16,3393,6,469,11469,4,B18,F22,,N/A
M03395,POS,6,12,3395,2,167,6167,6,B01,F03,,N/A
M03397,POS,3,22,3397,3,412,3412,2,B03,F03,,N/A
M03398,POS,3,17,3398,3,416,3416,2,B05,F01,,N/A
M03399,POS,2,17,3399,7,421,2421,0,B10,F17,,N/A
M03401,POS,2,22,3401,7,268,2268,0,B07,F15,,N/A
M03402,POS,2,15,3402,7,360,2360,0,B16,F18,,N/A
M03405,POS,8,23,3405,4,261,8261,1,B16,F02,,N/A
M03406,POS,2,22,3406,7,367,2367,0,B06,F09,,N/A
M03407,POS,2,14,3407,7,363,2363,0,B16,F10,,N/A
M03408,POS,2,14,3408,7,471,2471,0,B17,F06,,N/A
M03409,POS,7,13,3409,8,73,7073,5,B13,F22,,N/A
M03410,POS,2,15,3410,7,339,2339,0,B17,F19,,N/A
M03412,POS,2,15,3412,7,427,2427,0,B16,F23,,N/A
M03413,POS,8,23,3413,4,249,8249,1,B02,F00,,N/A
M03414,POS,6,22,3414,2,413,6413,6,B00,F17,,N/A
M03415,POS,11,16,3415,6,468,11468,4,B19,F12,,N/A
M03416,POS,6,14,3416,2,432,6432,6,B18,F20,,N/A
M03417,POS,7,23,3417,8,179,7179,5,B14,F07,,N/A
M03418,POS,2,14,3418,7,428,2428,0,B16,F00,,N/A
M03419,POS,7,16,3419,8,502,7502,5,B03,F09,,N/A
M03422,POS,2,11,3422,7,89,2089,0,B19,F10,,N/A
M03423,POS,8,14,3423,4,476,8476,1,B16,F16,,N/A
M03424,POS,2,15,3424,7,362,2362,0,B17,F11,,N/A
M03425,POS,2,14,3425,7,492,2492,0,B13,F23,,N/A
M03426,POS,2,10,3426,7,7,2007,0,B18,F22,,N/A
M03427,POS,2,14,3427,7,384,2384,0,B16,F12,,N/A
M03428,POS,2,15,3428,7,298,2298,0,B05,F17,,N/A
M03429,POS,3,15,3429,3,241,3241,2,B10,F10,,N/A
M03430,POS,2,10,3430,7,4,2004,0,B18,F17,,N/A
M03431,POS,5,16,3431,1,468,5468,3,B07,F17,,N/A
M03432,POS,6,15,3432,2,276,6276,6,B02,F11,,N/A
M03433,POS,2,13,3433,7,205,2205,0,B00,F02,,N/A
M03434,POS,2,14,3434,7,472,2472,0,B16,F03,,N/A
M03435,POS,2,14,3435,7,386,2386,0,B17,F08,,N/A
M03436,POS,9,13,3436,9,108,9108,8,B06,F04,,N/A
M03438,POS,6,17,3438,2,398,6398,6,B14,F09,,N/A
M03439,POS,3,14,3439,3,492,3492,2,B14,F20,,N/A
M03440,POS,3,14,3440,3,385,3385,2,B19,F02,,N/A
M03441,POS,3,14,3441,3,523,3523,2,B14,F02,,N/A
M03443,POS,5,17,3443,1,484,5484,3,B01,F20,,N/A
M03444,POS,3,23,3444,3,177,3177,2,B14,F16,,N/A
M03445,POS,5,17,3445,1,464,5464,3,B00,F24,,N/A
M03446,POS,2,10,3446,7,9,2009,0,B19,F15,,N/A
M03447,POS,2,15,3447,7,280,2280,0,B04,F17,,N/A
M03448,POS,8,11,3448,4,66,8066,1,B10,F09,,N/A
M03450,POS,2,17,3450,7,484,2484,0,B11,F22,,N/A
M03451,POS,2,16,3451,7,447,2447,0,B04,F08,,N/A
M03452,POS,2,12,3452,7,254,2254,0,B15,F09,,N/A
M03453,POS,8,15,3453,4,341,8341,1,B12,F22,,N/A
M03454,POS,3,16,3454,3,520,3520,2,B10,F22,,N/A
M03455,POS,2,11,3455,7,43,2043,0,B01,F23,,N/A
M03456,POS,2,11,3456,7,50,2050,0,B00,F16,,N/A
M03457,POS,2,10,3457,7,23,2023,0,B19,F02,,N/A
M03458,POS,2,15,3458,7,342,2342,0,B17,F03,,N/A
M03459,POS,2,22,3459,7,411,2411,0,B03,F21,,N/A
M03460,POS,3,16,3460,3,485,3485,2,B11,F20,,N/A
M03461,POS,8,23,3461,4,267,8267,1,B03,F11,,N/A
M03463,POS,2,23,3463,7,212,2212,0,B06,F13,,N/A
M03464,POS,2,13,3464,7,190,2190,0,B00,F05,,N/A
M03465,POS,2,14,3465,7,343,2343,0,B16,F08,,N/A
M03466,POS,2,14,3466,7,474,2474,0,B13,F10,,N/A
M03467,POS,2,14,3467,7,453,2453,0,B16,F16,,N/A
M03468,POS,10,22,3468,5,326,10326,7,B15,F08,,N/A
M03469,POS,3,22,3469,3,351,3351,2,B02,F20,,N/A
M03470,POS,2,10,3470,7,15,2015,0,B19,F18,,N/A
M03473,POS,2,23,3473,7,193,2193,0,B12,F08,,N/A
M03474,POS,3,17,3474,3,466,3466,2,B05,F02,,N/A
M03475,POS,3,15,3475,3,337,3337,2,B11,F22,,N/A
M03476,POS,5,13,3476,1,129,5129,3,B04,F00,,N/A
M03477,POS,8,17,3477,4,377,8377,1,B06,F23,,N/A
M03478,POS,3,16,3478,3,470,3470,2,B11,F02,,N/A
M03479,POS,9,17,3479,9,395,9395,8,B08,F04,,N/A
M03480,POS,3,14,3480,3,474,3474,2,B15,F18,,N/A
M03482,POS,3,14,3482,3,495,3495,2,B14,F10,,N/A
M03483,POS,2,14,3483,7,450,2450,0,B17,F02,,N/A
M03484,POS,2,14,3484,7,512,2512,0,B13,F03,,N/A
M03485,POS,5,12,3485,1,140,5140,3,B18,F18,,N/A
M03487,POS,5,14,3487,1,408,5408,3,B15,F14,,N/A
M03489,POS,2,15,3489,7,319,2319,0,B16,F19,,N/A
M03490,POS,8,12,3490,4,139,8139,1,B09,F15,,N/A
M03491,POS,5,15,3491,1,259,5259,3,B06,F06,,N/A
M03492,POS,5,10,3492,1,24,5024,3,B09,F21,,N/A
M03493,POS,8,15,3493,4,223,8223,1,B01,F11,,N/A
M03494,POS,8,17,3494,4,442,8442,1,B07,F05,,N/A
M03495,POS,5,16,3495,1,487,5487,3,B07,F18,,N/A
M03496,POS,2,23,3496,7,164,2164,0,B12,F11,,N/A
M03497,POS,2,23,3497,7,264,2264,0,B07,F13,,N/A
M03498,POS,2,17,3498,7,397,2397,0,B11,F09,,N/A
M03500,POS,2,10,3500,7,2,2002,0,B18,F21,,N/A
M03501,POS,2,10,3501,7,14,2014,0,B18,F14,,N/A
M03502,POS,3,15,3502,3,260,3260,2,B10,F03,,N/A
M03503,POS,2,11,3503,7,68,2068,0,B18,F23,,N/A
M03504,POS,8,17,3504,4,379,8379,1,B06,F15,,N/A
M03505,POS,2,15,3505,7,383,2383,0,B17,F15,,N/A
M03506,POS,8,14,3506,4,509,8509,1,B17,F07,,N/A
M03507,POS,10,17,3507,5,462,10462,7,B16,F02,,N/A
M03508,POS,2,17,3508,7,378,2378,0,B11,F07,,N/A
M03509,POS,2,22,3509,7,307,2307,0,B07,F23,,N/A
M03510,POS,2,14,3510,7,429,2429,0,B16,F17,,N/A
M03511,POS,2,14,3511,7,451,2451,0,B17,F18,,N/A
M03512,POS,2,15,3512,7,404,2404,0,B16,F07,,N/A
M03513,POS,5,11,3513,1,76,5076,3,B09,F11,,N/A
M03514,POS,2,13,3514,7,114,2114,0,B09,F09,,N/A
M03515,POS,7,11,3515,8,56,7056,5,B05,F19,,N/A
M03516,POS,3,11,3516,3,50,3050,2,B08,F17,,N/A
M03518,POS,3,15,3518,3,316,3316,2,B10,F19,,N/A
M03519,POS,3,15,3519,3,296,3296,2,B11,F08,,N/A
M03520,POS,7,23,3520,8,264,7264,5,B00,F15,,N/A
M03521,POS,3,14,3521,3,512,3512,2,B15,F19,,N/A
M03522,POS,4,16,3522,0,507,4507,9,B19,F20,,N/A
M03523,POS,5,22,3523,1,330,5330,3,B19,F05,,N/A
M03524,POS,2,17,3524,7,423,2423,0,B10,F21,,N/A
M03525,POS,2,13,3525,7,108,2108,0,B08,F10,,N/A
M03526,POS,7,13,3526,8,128,7128,5,B13,F14,,N/A
M03527,POS,7,12,3527,8,235,7235,5,B16,F22,,N/A
M03528,POS,2,17,3528,7,445,2445,0,B10,F23,,N/A
M03529,POS,4,17,3529,0,396,4396,9,B12,F14,,N/A
M03530,POS,5,11,3530,1,70,5070,3,B08,F17,,N/A
M03531,POS,2,23,3531,7,245,2245,0,B13,F07,,N/A
M03532,POS,5,12,3532,1,236,5236,3,B11,F09,,N/A
M03533,POS,2,10,3533,7,13,2013,0,B19,F13,,N/A
M03534,POS,3,16,3534,3,522,3522,2,B11,F21,,N/A
M03536,POS,8,17,3536,4,374,8374,1,B06,F02,,N/A
M03537,POS,3,23,3537,3,195,3195,2,B14,F24,,N/A
M03538,POS,5,13,3538,1,90,5090,3,B05,F10,,N/A
M03539,POS,3,22,3539,3,388,3388,2,B07,F14,,N/A
M03540,POS,2,14,3540,7,456,2456,0,B12,F02,,N/A
M03542,POS,2,14,3542,7,455,2455,0,B12,F17,,N/A
M03544,POS,8,14,3544,4,453,8453,1,B13,F07,,N/A
M03545,POS,2,14,3545,7,493,2493,0,B12,F10,,N/A
M03546,POS,2,13,3546,7,162,2162,0,B00,F09,,N/A
M03547,POS,4,17,3547,0,484,4484,9,B13,F11,,N/A
M03548,POS,6,22,3548,2,391,6391,6,B00,F08,,N/A
M03549,POS,2,13,3549,7,147,2147,0,B01,F13,,N/A
M03550,POS,2,13,3550,7,222,2222,0,B01,F04,,N/A
M03551,POS,3,17,3551,3,442,3442,2,B04,F20,,N/A
M03552,POS,8,12,3552,4,236,8236,1,B14,F16,,N/A
M03553,POS,3,17,3553,3,462,3462,2,B04,F12,,N/A
M03554,POS,2,11,3554,7,35,2035,0,None,None,,N/A
M03555,POS,3,17,3555,3,423,3423,2,B04,F14,,N/A
M03556,POS,2,13,3556,7,123,2123,0,B00,F00,,N/A
M03557,POS,2,13,3557,7,160,2160,0,B01,F16,,N/A
M03558,POS,10,17,3558,5,442,10442,7,B17,F07,,N/A
M03559,POS,4,16,3559,0,490,4490,9,B18,F19,,N/A
M03560,POS,7,12,3560,8,152,7152,5,B07,F11,,N/A
M03561,POS,7,23,3561,8,164,7164,5,B14,F12,,N/A
M03564,POS,2,17,3564,7,400,2400,0,B11,F02,,N/A
M03565,POS,2,17,3565,7,335,2335,0,B11,F21,,N/A
M03566,POS,2,23,3566,7,243,2243,0,B12,F21,,N/A
M03567,POS,2,10,3567,7,8,2008,0,B19,F12,,N/A
M03568,POS,2,16,3568,7,489,2489,0,B05,F18,,N/A
M03569,POS,7,12,3569,8,188,7188,5,B17,F22,,N/A
M03570,POS,7,23,3570,8,178,7178,5,B14,F17,,N/A
M03571,POS,2,22,3571,7,289,2289,0,B07,F22,,N/A
M03572,POS,5,13,3572,1,73,5073,3,B04,F17,,N/A
M03573,POS,2,22,3573,7,308,2308,0,B07,F16,,N/A
M03574,POS,3,17,3574,3,424,3424,2,B05,F17,,N/A
M03575,POS,2,13,3575,7,84,2084,0,B09,F17,,N/A
M03576,POS,8,11,3576,4,79,8079,1,B04,F04,,N/A
M03578,POS,2,13,3578,7,191,2191,0,B00,F19,,N/A
M03579,POS,2,11,3579,7,29,2029,0,B00,F06,,N/A
M03581,POS,3,11,3581,3,49,3049,2,B09,F11,,N/A
M03583,POS,3,14,3583,3,454,3454,2,B14,F06,,N/A
M03584,POS,2,22,3584,7,347,2347,0,B06,F19,,N/A
M03585,POS,2,14,3585,7,473,2473,0,B17,F05,,N/A
M03586,POS,2,14,3586,7,511,2511,0,B13,F17,,N/A
M03587,POS,2,23,3587,7,178,2178,0,B13,F19,,N/A
M03588,POS,8,23,3588,4,211,8211,1,B17,F00,,N/A
M03589,POS,2,16,3589,7,521,2521,0,B05,F14,,N/A
M03590,POS,8,23,3590,4,210,8210,1,B17,F09,,N/A
M03591,POS,2,11,3591,7,65,2065,0,B00,F17,,N/A
M03592,POS,2,11,3592,7,28,2028,0,B01,F22,,N/A
M03593,POS,8,14,3593,4,363,8363,1,B13,F06,,N/A
M03594,POS,5,10,3594,1,30,5030,3,B08,F22,,N/A
M03595,POS,8,23,3595,4,282,8282,1,B02,F18,,N/A
M03596,POS,8,17,3596,4,443,8443,1,B06,F06,,N/A
M03597,POS,8,23,3597,4,177,8177,1,B16,F01,,N/A
M03598,POS,2,15,3598,7,300,2300,0,B17,F12,,N/A
M03599,POS,8,23,3599,4,281,8281,1,B02,F01,,N/A
M03600,POS,8,14,3600,4,510,8510,1,B16,F21,,N/A
M03601,POS,2,14,3601,7,407,2407,0,B16,F15,,N/A
M03602,POS,8,14,3602,4,491,8491,1,B13,F09,,N/A
M03603,POS,5,17,3603,1,419,5419,3,B01,F04,,N/A
M03604,POS,6,16,3604,2,468,6468,6,B03,F17,,N/A
M03605,POS,2,17,3605,7,354,2354,0,B11,F03,,N/A
M03606,POS,2,17,3606,7,333,2333,0,B11,F11,,N/A
M03607,POS,2,15,3607,7,340,2340,0,B17,F00,,N/A
M03608,POS,2,23,3608,7,211,2211,0,B13,F09,,N/A
M03609,POS,2,13,3609,7,105,2105,0,B08,F16,,N/A
M03610,POS,2,11,3610,7,67,2067,0,B18,F11,,N/A
M03611,POS,3,22,3611,3,288,3288,2,B06,F17,,N/A
M03612,POS,8,14,3612,4,493,8493,1,B17,F08,,N/A
M03613,POS,5,13,3613,1,55,5055,3,B05,F20,,N/A
M03614,POS,10,17,3614,5,376,10376,7,B16,F20,,N/A
M03615,POS,2,22,3615,7,286,2286,0,B07,F20,,N/A
M03616,POS,2,23,3616,7,266,2266,0,B07,F14,,N/A
M03618,POS,8,14,3618,4,430,8430,1,B13,F01,,N/A
M03620,POS,2,14,3620,7,432,2432,0,B12,F12,,N/A
M03621,POS,2,10,3621,7,1,2001,0,B18,F04,,N/A
M03622,POS,4,17,3622,0,420,4420,9,B13,F24,,N/A
M03623,POS,5,12,3623,1,271,5271,3,B10,F01,,N/A
M03624,POS,2,23,3624,7,249,2249,0,B06,F01,,N/A
M03625,POS,2,13,3625,7,142,2142,0,B08,F12,,N/A
M03626,POS,3,14,3626,3,473,3473,2,B18,F03,,N/A
M03627,POS,4,17,3627,0,466,4466,9,B13,F02,,N/A
M03628,POS,2,13,3628,7,109,2109,0,B08,F22,,N/A
M03629,POS,3,23,3629,3,250,3250,2,B06,F04,,N/A
M03630,POS,2,22,3630,7,305,2305,0,B07,F10,,N/A
M03631,POS,5,15,3631,1,277,5277,3,B06,F13,,N/A
M03632,POS,3,15,3632,3,338,3338,2,B18,F17,,N/A
M03633,POS,2,13,3633,7,119,2119,0,B08,F06,,N/A
M03634,POS,9,17,3634,9,375,9375,8,B08,F02,,N/A
M03635,POS,4,17,3635,0,398,4398,9,B12,F20,,N/A
M03636,POS,5,12,3636,1,290,5290,3,B11,F16,,N/A
M03637,POS,5,12,3637,1,238,5238,3,B10,F00,,N/A
M03638,POS,3,15,3638,3,277,3277,2,B10,F14,,N/A
M03639,POS,10,17,3639,5,377,10377,7,B16,F18,,N/A
M03640,POS,3,15,3640,3,278,3278,2,B11,F04,,N/A
M03641,POS,4,17,3641,0,424,4424,9,B13,F19,,N/A
M03642,POS,2,14,3642,7,526,2526,0,B12,F03,,N/A
M03643,POS,2,15,3643,7,402,2402,0,B17,F16,,N/A
M03644,POS,5,16,3644,1,518,5518,3,B06,F01,,N/A
M03645,POS,2,13,3645,7,106,2106,0,B09,F09,,N/A
M03646,POS,6,16,3646,2,486,6486,6,B03,F02,,N/A
M03647,POS,2,11,3647,7,22,2022,0,B01,F02,,N/A
M03648,POS,2,17,3648,7,440,2440,0,B10,F04,,N/A
M03649,POS,2,14,3649,7,434,2434,0,B12,F15,,N/A
M03650,POS,2,15,3650,7,426,2426,0,B16,F13,,N/A
M03651,POS,2,23,3651,7,261,2261,0,B12,F04,,N/A
M03652,POS,2,14,3652,7,410,2410,0,B13,F11,,N/A
M03653,POS,2,11,3653,7,57,2057,0,B00,F15,,N/A
M03654,POS,2,14,3654,7,509,2509,0,B13,F15,,N/A
M03655,POS,2,14,3655,7,508,2508,0,B17,F23,,N/A
M03656,POS,3,15,3656,3,317,3317,2,B10,F16,,N/A
M03657,POS,3,14,3657,3,494,3494,2,B14,F23,,N/A
M03658,POS,2,23,3658,7,282,2282,0,B07,F17,,N/A
M03659,POS,2,13,3659,7,74,2074,0,B08,F04,,N/A
M03660,POS,2,17,3660,7,394,2394,0,B11,F10,,N/A
M03661,POS,2,15,3661,7,276,2276,0,B05,F08,,N/A
M03663,POS,2,22,3663,7,345,2345,0,B06,F03,,N/A
M03665,POS,9,13,3665,9,157,9157,8,B06,F16,,N/A
M03666,POS,4,17,3666,0,400,4400,9,B13,F10,,N/A
M03667,POS,3,22,3667,3,330,3330,2,B03,F24,,N/A
M03668,POS,2,15,3668,7,241,2241,0,B04,F01,,N/A
M03669,POS,5,15,3669,1,317,5317,3,B07,F11,,N/A
M03670,POS,2,14,3670,7,491,2491,0,B17,F01,,N/A
M03671,POS,8,15,3671,4,295,8295,1,B01,F18,,N/A
M03672,POS,8,17,3672,4,464,8464,1,B06,F22,,N/A
M03673,POS,2,17,3673,7,314,2314,0,B10,F15,,N/A
M03674,POS,2,16,3674,7,313,2313,0,B10,F12,,N/A
M03675,POS,5,14,3675,1,410,5410,3,B02,F22,,N/A
M03676,POS,3,17,3676,3,483,3483,2,B05,F20,,N/A
M03677,POS,2,23,3677,7,213,2213,0,B06,F06,,N/A
M03678,POS,2,12,3678,7,220,2220,0,B15,F16,,N/A
M03679,POS,2,17,3679,7,444,2444,0,B10,F03,,N/A
M03680,POS,2,23,3680,7,302,2302,0,B07,F00,,N/A
M03681,POS,2,17,3681,7,373,2373,0,B11,F00,,N/A
M03683,POS,2,15,3683,7,358,2358,0,B17,F14,,N/A
M03684,POS,2,15,3684,7,403,2403,0,B16,F21,,N/A
M03686,POS,2,12,3686,7,271,2271,0,B14,F20,,N/A
M03687,POS,8,14,3687,4,477,8477,1,B16,F08,,N/A
M03688,POS,2,17,3688,7,334,2334,0,B11,F01,,N/A
M03689,POS,8,16,3689,4,470,8470,1,B01,F09,,N/A
M03690,POS,2,13,3690,7,120,2120,0,B08,F01,,N/A
M03691,POS,2,17,3691,7,374,2374,0,B10,F05,,N/A
M03693,POS,2,15,3693,7,279,2279,0,B05,F11,,N/A
M03694,POS,2,15,3694,7,275,2275,0,B04,F16,,N/A
M03695,POS,2,23,3695,7,303,2303,0,B06,F00,,N/A
M03696,POS,2,17,3696,7,401,2401,0,B10,F16,,N/A
M03697,POS,2,22,3697,7,366,2366,0,B06,F21,,N/A
M03698,POS,2,23,3698,7,194,2194,0,B13,F22,,N/A
M03699,POS,2,17,3699,7,465,2465,0,B11,F23,,N/A
M03700,POS,8,23,3700,4,245,8245,1,B17,F17,,N/A
M03701,POS,5,13,3701,1,105,5105,3,B04,F18,,N/A
M03702,POS,5,13,3702,1,142,5142,3,B04,F04,,N/A
M03703,POS,5,17,3703,1,422,5422,3,B01,F11,,N/A
M03704,POS,2,12,3704,7,256,2256,0,B15,F02,,N/A
M03705,POS,8,14,3705,4,471,8471,1,B13,F03,,N/A
M03706,POS,2,23,3706,7,224,2224,0,B12,F20,,N/A
M03707,POS,8,14,3707,4,511,8511,1,B16,F22,,N/A
M03708,POS,8,15,3708,4,275,8275,1,B00,F03,,N/A
M03709,POS,8,12,3709,4,101,8101,1,B09,F11,,N/A
M03710,POS,8,12,3710,4,127,8127,1,B08,F03,,N/A
M03711,POS,3,23,3711,3,192,3192,2,B15,F05,,N/A
M03712,POS,2,14,3712,7,523,2523,0,B13,F02,,N/A
M03713,POS,5,23,3713,1,284,5284,3,B13,F06,,N/A
M03714,POS,2,12,3714,7,169,2169,0,B15,F18,,N/A
M03715,POS,2,13,3715,7,82,2082,0,B08,F17,,N/A
M03716,POS,2,11,3716,7,47,2047,0,B00,F08,,N/A
M03717,POS,2,22,3717,7,304,2304,0,B06,F10,,N/A
M03719,POS,2,13,3719,7,158,2158,0,B08,F11,,N/A
M03721,POS,2,12,3721,7,201,2201,0,B14,F22,,N/A
M03724,POS,5,11,3724,1,79,5079,3,B09,F15,,N/A
M03725,POS,3,17,3725,3,332,3332,2,B05,F19,,N/A
M03726,POS,8,16,3726,4,518,8518,1,B01,F22,,N/A
M03727,POS,2,23,3727,7,210,2210,0,B12,F00,,N/A
M03728,POS,2,15,3728,7,382,2382,0,B16,F20,,N/A
M03729,POS,5,12,3729,1,125,5125,3,B19,F02,,N/A
M03730,POS,2,10,3730,7,3,2003,0,B18,F13,,N/A
M03731,POS,11,13,3731,6,190,11190,4,B12,F07,,N/A
M03732,POS,3,11,3732,3,57,3057,2,B09,F15,,N/A
M03733,POS,3,16,3733,3,507,3507,2,B11,F09,,N/A
M03734,POS,5,14,3734,1,509,5509,3,B03,F01,,N/A
M03735,POS,2,16,3735,7,486,2486,0,B05,F12,,N/A
M03736,POS,2,13,3736,7,95,2095,0,B08,F19,,N/A
M03737,POS,2,13,3737,7,91,2091,0,B09,F06,,N/A
M03738,POS,2,22,3738,7,269,2269,0,B07,F11,,N/A
